dates,I,confirmed_by_pop
UID,84039041,
iso2,US,
iso3,USA,
code3,840,
FIPS,39041.0,
Admin2,Delaware,
Province_State,Ohio,
Country_Region,US,
Lat,40.27942393,
Long_,-83.00457058,
Combined_Key,"Delaware, Ohio, US",
Population,209177,
2022-04-25,44574,21309.22615775157
2022-04-26,44574,21309.22615775157
2022-04-27,44574,21309.22615775157
2022-04-28,44808,21421.093141215333
2022-04-29,44808,21421.093141215333
2022-04-30,44808,21421.093141215333
2022-05-01,44808,21421.093141215333
2022-05-02,44808,21421.093141215333
2022-05-03,44808,21421.093141215333
2022-05-04,44808,21421.093141215333
2022-05-05,45100,21560.68783852909
2022-05-06,45100,21560.68783852909
2022-05-07,45100,21560.68783852909
2022-05-08,45100,21560.68783852909
2022-05-09,45100,21560.68783852909
2022-05-10,45100,21560.68783852909
2022-05-11,45100,21560.68783852909
2022-05-12,45538,21770.07988449973
2022-05-13,45538,21770.07988449973
2022-05-14,45538,21770.07988449973
2022-05-15,45538,21770.07988449973
2022-05-16,45538,21770.07988449973
2022-05-17,45538,21770.07988449973
2022-05-18,45538,21770.07988449973
2022-05-19,46007,21994.29191545916
2022-05-20,46007,21994.29191545916
2022-05-21,46007,21994.29191545916
2022-05-22,46007,21994.29191545916
2022-05-23,46007,21994.29191545916
2022-05-24,46007,21994.29191545916
2022-05-25,46007,21994.29191545916
2022-05-26,46568,22262.485837353055
2022-05-27,46568,22262.485837353055
2022-05-28,46568,22262.485837353055
2022-05-29,46568,22262.485837353055
2022-05-30,46568,22262.485837353055
2022-05-31,46568,22262.485837353055
2022-06-01,46568,22262.485837353055
2022-06-02,46936,22438.413401090944
2022-06-03,46936,22438.413401090944
2022-06-04,46936,22438.413401090944
2022-06-05,46936,22438.413401090944
2022-06-06,46936,22438.413401090944
2022-06-07,46936,22438.413401090944
2022-06-08,46936,22438.413401090944
2022-06-09,47260,22593.306147425385
2022-06-10,47260,22593.306147425385
2022-06-11,47260,22593.306147425385
2022-06-12,47260,22593.306147425385
2022-06-13,47260,22593.306147425385
2022-06-14,47260,22593.306147425385
2022-06-15,47260,22593.306147425385
2022-06-16,47595,22753.45759811069
2022-06-17,47595,22753.45759811069
2022-06-18,47595,22753.45759811069
2022-06-19,47595,22753.45759811069
2022-06-20,47595,22753.45759811069
2022-06-21,47595,22753.45759811069
2022-06-22,47595,22753.45759811069
2022-06-23,47922,22909.784536540825
2022-06-24,47922,22909.784536540825
2022-06-25,47922,22909.784536540825
2022-06-26,47922,22909.784536540825
2022-06-27,47922,22909.784536540825
2022-06-28,47922,22909.784536540825
2022-06-29,47922,22909.784536540825
2022-06-30,48300,23090.492740597674
2022-07-01,48300,23090.492740597674
2022-07-02,48300,23090.492740597674
2022-07-03,48300,23090.492740597674
2022-07-04,48300,23090.492740597674
2022-07-05,48300,23090.492740597674
2022-07-06,48300,23090.492740597674
2022-07-07,48628,23247.297743059706
2022-07-08,48628,23247.297743059706
2022-07-09,48628,23247.297743059706
2022-07-10,48628,23247.297743059706
2022-07-11,48628,23247.297743059706
2022-07-12,48628,23247.297743059706
2022-07-13,48628,23247.297743059706
2022-07-14,49046,23447.128508392416
2022-07-15,49046,23447.128508392416
2022-07-16,49046,23447.128508392416
2022-07-17,49046,23447.128508392416
2022-07-18,49046,23447.128508392416
2022-07-19,49046,23447.128508392416
2022-07-20,49046,23447.128508392416
2022-07-21,49462,23646.00314566133
2022-07-22,49462,23646.00314566133
2022-07-23,49462,23646.00314566133
2022-07-24,49462,23646.00314566133
2022-07-25,49462,23646.00314566133
2022-07-26,49462,23646.00314566133
2022-07-27,49462,23646.00314566133
2022-07-28,49850,23831.491990037146
2022-07-29,49850,23831.491990037146
2022-07-30,49850,23831.491990037146
2022-07-31,49850,23831.491990037146
2022-08-01,49850,23831.491990037146
2022-08-02,49850,23831.491990037146
2022-08-03,49850,23831.491990037146
2022-08-04,50229,24012.678258125892
2022-08-05,50229,24012.678258125892
2022-08-06,50229,24012.678258125892
2022-08-07,50229,24012.678258125892
2022-08-08,50229,24012.678258125892
2022-08-09,50229,24012.678258125892
2022-08-10,50229,24012.678258125892
2022-08-11,50574,24177.610349130162
2022-08-12,50574,24177.610349130162
2022-08-13,50574,24177.610349130162
2022-08-14,50574,24177.610349130162
2022-08-15,50574,24177.610349130162
2022-08-16,50574,24177.610349130162
2022-08-17,50574,24177.610349130162
2022-08-18,50875,24321.507622730987
2022-08-19,50875,24321.507622730987
2022-08-20,50875,24321.507622730987
2022-08-21,50875,24321.507622730987
2022-08-22,50875,24321.507622730987
2022-08-23,50875,24321.507622730987
2022-08-24,50875,24321.507622730987
2022-08-25,51168,24461.580384076642
2022-08-26,51168,24461.580384076642
2022-08-27,51168,24461.580384076642
2022-08-28,51168,24461.580384076642
2022-08-29,51168,24461.580384076642
2022-08-30,51168,24461.580384076642
2022-08-31,51168,24461.580384076642
2022-09-01,51479,24610.258297996435
2022-09-02,51479,24610.258297996435
2022-09-03,51479,24610.258297996435
2022-09-04,51479,24610.258297996435
2022-09-05,51479,24610.258297996435
2022-09-06,51479,24610.258297996435
2022-09-07,51479,24610.258297996435
2022-09-08,51761,24745.07235499123
2022-09-09,51761,24745.07235499123
2022-09-10,51761,24745.07235499123
2022-09-11,51761,24745.07235499123
2022-09-12,51761,24745.07235499123
2022-09-13,51761,24745.07235499123
2022-09-14,51761,24745.07235499123
2022-09-15,52061,24888.491564560158
2022-09-16,52061,24888.491564560158
2022-09-17,52061,24888.491564560158
2022-09-18,52061,24888.491564560158
2022-09-19,52061,24888.491564560158
2022-09-20,52061,24888.491564560158
2022-09-21,52061,24888.491564560158
2022-09-22,52254,24980.75792271617
2022-09-23,52254,24980.75792271617
2022-09-24,52254,24980.75792271617
2022-09-25,52254,24980.75792271617
2022-09-26,52254,24980.75792271617
2022-09-27,52254,24980.75792271617
2022-09-28,52254,24980.75792271617
2022-09-29,52408,25054.379783628217
2022-09-30,52408,25054.379783628217
2022-10-01,52408,25054.379783628217
2022-10-02,52408,25054.379783628217
2022-10-03,52408,25054.379783628217
2022-10-04,52408,25054.379783628217
2022-10-05,52408,25054.379783628217
2022-10-06,52533,25114.137787615273
2022-10-07,52533,25114.137787615273
2022-10-08,52533,25114.137787615273
2022-10-09,52533,25114.137787615273
2022-10-10,52533,25114.137787615273
2022-10-11,52533,25114.137787615273
2022-10-12,52533,25114.137787615273
2022-10-13,52653,25171.505471442844
2022-10-14,52653,25171.505471442844
2022-10-15,52653,25171.505471442844
2022-10-16,52653,25171.505471442844
2022-10-17,52653,25171.505471442844
2022-10-18,52653,25171.505471442844
2022-10-19,52653,25171.505471442844
2022-10-20,52809,25246.08346041869
2022-10-21,52809,25246.08346041869
2022-10-22,52809,25246.08346041869
2022-10-23,52809,25246.08346041869
2022-10-24,52809,25246.08346041869
2022-10-25,52809,25246.08346041869
2022-10-26,52809,25246.08346041869
2022-10-27,52978,25326.876281809185
2022-10-28,52978,25326.876281809185
2022-10-29,52978,25326.876281809185
2022-10-30,52978,25326.876281809185
2022-10-31,52978,25326.876281809185
2022-11-01,52978,25326.876281809185
2022-11-02,52978,25326.876281809185
2022-11-03,53153,25410.537487391062
2022-11-04,53153,25410.537487391062
2022-11-05,53153,25410.537487391062
2022-11-06,53153,25410.537487391062
2022-11-07,53153,25410.537487391062
2022-11-08,53153,25410.537487391062
2022-11-09,53153,25410.537487391062
2022-11-10,53273,25467.905171218634
2022-11-11,53273,25467.905171218634
2022-11-12,53273,25467.905171218634
2022-11-13,53273,25467.905171218634
2022-11-14,53273,25467.905171218634
2022-11-15,53273,25467.905171218634
2022-11-16,53273,25467.905171218634
2022-11-17,53399,25528.141239237582
2022-11-18,53399,25528.141239237582
2022-11-19,53399,25528.141239237582
2022-11-20,53399,25528.141239237582
2022-11-21,53399,25528.141239237582
2022-11-22,53399,25528.141239237582
2022-11-23,53521,25586.465051128947
2022-11-24,53521,25586.465051128947
2022-11-25,53521,25586.465051128947
2022-11-26,53521,25586.465051128947
2022-11-27,53521,25586.465051128947
2022-11-28,53521,25586.465051128947
2022-11-29,53521,25586.465051128947
2022-11-30,53521,25586.465051128947
2022-12-01,53777,25708.849443294435
2022-12-02,53777,25708.849443294435
2022-12-03,53777,25708.849443294435
2022-12-04,53777,25708.849443294435
2022-12-05,53777,25708.849443294435
2022-12-06,53777,25708.849443294435
2022-12-07,53777,25708.849443294435
2022-12-08,54054,25841.273180129745
2022-12-09,54054,25841.273180129745
2022-12-10,54054,25841.273180129745
2022-12-11,54054,25841.273180129745
2022-12-12,54054,25841.273180129745
2022-12-13,54054,25841.273180129745
2022-12-14,54054,25841.273180129745
2022-12-15,54307,25962.223380199543
2022-12-16,54307,25962.223380199543
2022-12-17,54307,25962.223380199543
2022-12-18,54307,25962.223380199543
2022-12-19,54307,25962.223380199543
2022-12-20,54307,25962.223380199543
2022-12-21,54307,25962.223380199543
2022-12-22,54579,26092.256796875372
2022-12-23,54579,26092.256796875372
2022-12-24,54579,26092.256796875372
2022-12-25,54579,26092.256796875372
2022-12-26,54579,26092.256796875372
2022-12-27,54579,26092.256796875372
2022-12-28,54579,26092.256796875372
2022-12-29,54803,26199.343140020173
2022-12-30,54803,26199.343140020173
2022-12-31,54803,26199.343140020173
2023-01-01,54803,26199.343140020173
2023-01-02,54803,26199.343140020173
2023-01-03,54803,26199.343140020173
2023-01-04,54803,26199.343140020173
2023-01-05,54974,26281.092089474463
2023-01-06,54974,26281.092089474463
2023-01-07,54974,26281.092089474463
2023-01-08,54974,26281.092089474463
2023-01-09,54974,26281.092089474463
2023-01-10,54974,26281.092089474463
2023-01-11,54974,26281.092089474463
2023-01-12,55119,26350.411374099447
2023-01-13,55119,26350.411374099447
2023-01-14,55119,26350.411374099447
2023-01-15,55119,26350.411374099447
2023-01-16,55119,26350.411374099447
2023-01-17,55119,26350.411374099447
2023-01-18,55119,26350.411374099447
2023-01-19,55230,26403.47648163995
2023-01-20,55230,26403.47648163995
2023-01-21,55230,26403.47648163995
2023-01-22,55230,26403.47648163995
2023-01-23,55230,26403.47648163995
2023-01-24,55230,26403.47648163995
2023-01-25,55230,26403.47648163995
2023-01-26,55353,26462.278357563213
2023-01-27,55353,26462.278357563213
2023-01-28,55353,26462.278357563213
2023-01-29,55353,26462.278357563213
2023-01-30,55353,26462.278357563213
2023-01-31,55353,26462.278357563213
2023-02-01,55353,26462.278357563213
2023-02-02,55463,26514.86540107182
2023-02-03,55463,26514.86540107182
2023-02-04,55463,26514.86540107182
2023-02-05,55463,26514.86540107182
2023-02-06,55463,26514.86540107182
2023-02-07,55463,26514.86540107182
2023-02-08,55463,26514.86540107182
2023-02-09,55612,26586.096941824388
