dates,,R_gallax,,R_McMullen,,R_Robertson,,R_King,,R_SantaCruz,,R_Kauai
15/01/2023,1109,1.001630007,,1.001536954,,1.003239669,,1.001797363,,1.001877899,,1.00175864
16/01/2023,1110,1.001611912,,1.001539829,,1.003235824,,1.001796011,,1.001875347,,1.001755952
17/01/2023,1111,1.001592668,,1.001542719,,1.003231906,,1.001794754,,1.0018729,,1.001753269
18/01/2023,1112,1.001572275,,1.001545622,,1.003227916,,1.00179357,,1.001870552,,1.001750575
19/01/2023,1113,1.001550765,,1.001548535,,1.003223854,,1.001792439,,1.001868294,,1.001747861
20/01/2023,1114,1.001528196,,1.001551455,,1.003219721,,1.001791346,,1.001866121,,1.001745117
21/01/2023,1115,1.001504647,,1.001554378,,1.003215518,,1.001790275,,1.001864028,,1.001742336
22/01/2023,1116,1.001480207,,1.0015573,,1.003211245,,1.001789214,,1.001862009,,1.001739509
23/01/2023,1117,1.001454977,,1.00156022,,1.003206906,,1.001788152,,1.001860059,,1.001736632
24/01/2023,1118,1.001429061,,1.001563132,,1.0032025,,1.001787078,,1.001858173,,1.001733697
25/01/2023,1119,1.001402558,,1.001566035,,1.003198031,,1.001785985,,1.001856344,,1.0017307
26/01/2023,1120,1.001375571,,1.001568924,,1.003193501,,1.001784863,,1.001854566,,1.001727636
27/01/2023,1121,1.001348196,,1.001571797,,1.003188912,,1.001783707,,1.001852833,,1.001724502
28/01/2023,1122,1.001320523,,1.00157465,,1.003184267,,1.001782512,,1.001851139,,1.001721293
29/01/2023,1123,1.00129264,,1.001577481,,1.003179569,,1.001781272,,1.001849477,,1.001718009
30/01/2023,1124,1.001264631,,1.001580288,,1.003174822,,1.001779983,,1.001847842,,1.00171465
31/01/2023,1125,1.001236569,,1.001583067,,1.003170029,,1.001778642,,1.001846228,,1.001711217
01/02/2023,1126,1.001208528,,1.001585816,,1.003165193,,1.001777247,,1.00184463,,1.001707715
02/02/2023,1127,1.001180575,,1.001588534,,1.003160319,,1.001775796,,1.001843044,,1.001704149
03/02/2023,1128,1.001152769,,1.001591217,,1.00315541,,1.001774289,,1.001841465,,1.001700528
04/02/2023,1129,1.001125167,,1.001593865,,1.003150472,,1.001772724,,1.00183989,,1.001696862
05/02/2023,1130,1.001097821,,1.001596476,,1.003145507,,1.001771102,,1.001838316,,1.001693162
06/02/2023,1131,1.001070777,,1.001599048,,1.003140521,,1.001769425,,1.001836742,,1.001689439
07/02/2023,1132,1.001044077,,1.001601579,,1.003135519,,1.001767695,,1.001835167,,1.001685705
08/02/2023,1133,1.00101776,,1.001604069,,1.003130505,,1.001765912,,1.001833592,,1.00168197
09/02/2023,1134,1.000991865,,1.001606517,,1.003125483,,1.00176408,,1.001832017,,1.001678246
10/02/2023,1135,1.00096643,,1.00160892,,1.00312046,,1.001762204,,1.001830446,,1.001674543
