Dates,JH_S,CDC_S,JH_CASE_S,JH,CDC,CDC_DEATHS,JH_DEATHS
391,0,4054.38,0,0,3.607924451,1.361727836,0
392,6031,4273.69,481679,5.682757713,3.630803017,1.462397998,3.780389328
393,2280,5336.37,159816,5.203620257,3.727245934,2.472756449,3.357934847
394,4065,6629.97,277006,5.442489176,3.821511563,1.633468456,3.60906055
395,3450,4479.05,260300,5.415474168,3.651185911,1.763427994,3.537819095
396,469,5284.33,21209,4.326520192,3.722989931,0,2.671172843
397,695,6097.57,59416,4.773903411,3.785156795,1.892094603,2.841984805
398,2063,5127.01,122219,5.087138726,3.709864165,1.913813852,3.314499228
399,1282,4034.79,132095,5.120886379,3.605820936,2.833784375,3.107888025
400,706,4580.48,78720,4.896085085,3.660910991,2.103803721,2.848804701
401,1413,6139.74,96060,4.982542582,3.78814998,1.079181246,3.150142162
402,720,3675.51,30228,4.480409414,3.565317609,3.187520721,2.857332496
403,360,4892.14,16028,4.204879334,3.689498877,0,2.556302501
404,116,5321.56,8109,3.9089673,3.726038963,1.301029996,2.064457989
405,396,4815.05,3307,3.519434195,3.682600801,2.689308859,2.597695186
406,126,5257.41,5131,3.710202015,3.720771847,2.911690159,2.100370545
407,2341,5405.91,151166,5.179454121,3.732868811,0,3.369401414
408,143,4249.41,12188,4.085932446,3.628328636,2.626340367,2.155336037
409,236,4658.18,20605,4.313972619,3.668216266,1.204119983,2.372912003
410,124,5144.84,7746,3.889077493,3.711371873,3.31196566,2.093421685
411,136,6642.39,5266,3.721480855,3.822324371,2.440909082,2.133538908
412,58,10827.93,2449,3.388988785,4.034545439,2.394451681,1.763427994
413,82,4816.64,4098,3.612571954,3.682744188,1.897627091,1.913813852
414,15,5325.18,654,2.815577748,3.726334292,1.342422681,1.176091259
415,262,4798.53,11199,4.049179245,3.681108214,2.696356389,2.418301291
416,101,4022.65,4586,3.66143405,3.604512247,0,2.004321374
417,291,5324.8,26052,4.41584107,3.7263033,2.204119983,2.463892989
418,488,7192.48,35396,4.548954186,3.856878663,1.342422681,2.688419822
419,125,6536.14,4991,3.69818757,3.815321346,1.230448921,2.096910013
420,96,4499.34,5876,3.769081787,3.653148813,1.973127854,1.982271233
421,836,4984.59,45403,4.65708455,3.697629442,3.12904506,2.922206277
422,111,5314.77,3938,3.595275712,3.725484475,2.158362492,2.045322979
423,116,5095.49,4689,3.671080233,3.707185954,1,2.064457989
424,101,5998.27,4061,3.608632989,3.778026011,2.899820502,2.004321374
425,112,4014.82,11203,4.049334336,3.603666079,2.392696953,2.049218023
426,283,4510.15,17869,4.252100249,3.654190986,1.380211242,2.451786436
427,124,5690.12,6296,3.799064719,3.755121425,0,2.093421685
428,181,6139.84,7680,3.88536122,3.788157054,1.875061263,2.257678575
429,25,7233.75,1571,3.196176185,3.859363495,1.672097858,1.397940009
430,140,6583.09,13653,4.13522809,3.818429793,2.071882007,2.146128036
431,110,3838.87,2581,3.411788005,3.584203405,1.544068044,2.041392685
432,500,3868.56,28396,4.453257168,3.587549337,2.045322979,2.698970004
433,205,6124.64,16998,4.230397825,3.787080566,2.752816431,2.311753861
434,65,6348.14,3485,3.542202782,3.802646496,2.978636948,1.812913357
435,1042,4455.31,79653,4.901202137,3.648877928,2.762678564,3.017867719
436,24,3469.86,7924,3.898944467,3.540311952,1.875061263,1.380211242
437,152,5753.06,7581,3.879726497,3.759898903,3.500922239,2.181843588
438,713,4454.55,75790,4.879611907,3.648803838,1.826074803,2.85308953
439,264,4442.25,35334,4.548192805,3.647602996,1.176091259,2.421603927
440,7,5913.34,625,2.795880017,3.77183285,2.737987326,0.84509804
441,1095,2963.21,77902,4.891548608,3.471762431,2.469822016,3.039414119
442,46,7055.47,2457,3.390405156,3.84852595,1.812913357,1.662757832
443,2102,5665.11,216663,5.335784752,3.753208347,1.531478917,3.322632712
444,308,5630.29,11781,4.071182156,3.750530765,3.183839037,2.488550717
445,278,3816.05,13042,4.115344196,3.581614056,2.149219113,2.444044796
446,438,6304.42,43298,4.636467836,3.799645138,3.236285277,2.641474111
447,83,5425.77,5707,3.756407873,3.73446138,1.204119983,1.919078092
448,527,4274.7,41221,4.615118523,3.630905641,1.653212514,2.721810615
449,64,5825.86,2225,3.347330015,3.765360044,1.146128036,1.806179974
450,146,7867.08,5596,3.747877706,3.895813567,1.278753601,2.164352856
451,44,5037.96,3942,3.59571662,3.702254715,1.041392685,1.643452676
452,108,4998.9,8345,3.921426341,3.698874449,2.909020854,2.033423755
453,1980,5811.04,192315,5.284013159,3.764253865,2.704150517,3.29666519
454,144,4167.43,8566,3.93277807,3.619868314,1.505149978,2.158362492
455,174,5499.88,5942,3.773932647,3.740353214,1.662757832,2.240549248
456,76,4883.48,2844,3.453929592,3.688729413,1.431363764,1.880813592
457,577,3272.72,24389,4.387193994,3.514908851,1.748188027,2.761175813
458,462,3280.74,43478,4.638269558,3.515971814,1.633468456,2.664641976
459,65,3304.67,3126,3.494988974,3.519128098,1.491361694,1.812913357
460,12,3723.91,1059,3.02489596,3.570999176,1.361727836,1.079181246
461,217,6592.32,16399,4.214817366,3.81903828,1.146128036,2.336459734
462,121,6943.35,5334,3.727053011,3.841569058,1.544068044,2.08278537
463,168,4173.67,6781,3.831293744,3.620518108,0,2.225309282
464,70,5507.22,2836,3.452706227,3.740932426,2.582063363,1.84509804
465,180,5232.43,5768,3.761025252,3.718703427,1.041392685,2.255272505
466,387,3857.1,29631,4.471746308,3.586260899,1.892094603,2.587710965
467,572,4524.19,32150,4.507180977,3.655540835,0,2.757396029
468,466,3699.88,66837,4.825016948,3.568187639,0,2.668385917
469,116,4376.17,6176,3.790707287,3.641094185,2.77815125,2.064457989
470,2667,3953.28,276219,5.441253549,3.596957575,1.681241237,3.426023016
471,199,5676.95,8267,3.917347938,3.754115069,1.579783597,2.298853076
472,31,4490.07,727,2.861534411,3.652253112,0,1.491361694
473,442,6013.15,27259,4.43550992,3.779102038,1,2.645422269
474,305,5298.07,19761,4.295808918,3.724117692,1.079181246,2.484299839
475,114,6343.29,6835,3.834738519,3.802314567,1.079181246,2.056904851
476,91,3320.22,4758,3.677424438,3.521166861,1.653212514,1.959041392
477,2122,4059.53,257462,5.410713139,3.608475755,1.531478917,3.32674538
478,290,5638.59,11488,4.060244427,3.751170517,1.505149978,2.462397998
479,935,5831.61,63629,4.803655098,3.765788472,1.903089987,2.970811611
480,91,5475.79,1945,3.288919606,3.738446784,0,1.959041392
481,186,3595.89,6292,3.798788714,3.555806398,1.176091259,2.269512944
482,125,5213.58,7114,3.852113861,3.717136042,1.770852012,2.096910013
483,112,3945.79,5609,3.74888544,3.596133968,3.135132651,2.049218023
484,62,4737.46,2583,3.412124406,3.675545556,2.51851394,1.792391689
485,758,5640.87,72008,4.857380749,3.751346091,1.903089987,2.879669206
486,545,6470.81,49515,4.694736783,3.810958648,0,2.736396502
487,57,5507.03,2226,3.34752516,3.740917442,2.450249108,1.755874856
488,314,4833.56,24990,4.397766256,3.684267114,1.792391689,2.496929648
489,83,3957.74,3797,3.579440597,3.59744726,2.361727836,1.919078092
490,77,5903.73,4357,3.63918756,3.771126487,1.278753601,1.886490725
491,122,6112.82,4238,3.627160952,3.786241608,1.301029996,2.086359831
492,69,4568.65,1789,3.252610341,3.659787888,1.556302501,1.838849091
493,86,6031.61,2645,3.422425676,3.780433253,1.986771734,1.934498451
494,127,4791.44,6040,3.781036939,3.680466054,1.698970004,2.103803721
495,131,3899.3,5842,3.766561553,3.59098665,0,2.117271296
496,32,5535.72,2698,3.431041945,3.743174115,1.643452676,1.505149978
497,330,7060.9,16454,4.216271493,3.848860061,1.113943352,2.51851394
498,113,6363.67,8668,3.937918903,3.80370765,3.312600439,2.053078443
499,168,6021,15774,4.197941836,3.779668627,2.511883361,2.225309282
500,40,6565.76,1838,3.264345507,3.817285004,0,1.602059991
501,36,5071.17,3479,3.541454429,3.70510817,1.414973348,1.556302501
502,434,5091.19,36984,4.56801388,3.706819305,1.204119983,2.63748973
503,139,3942.35,8941,3.951386095,3.595755178,2.71432976,2.1430148
504,54,6785.58,2737,3.437274797,3.831586975,1.977723605,1.73239376
505,123,3372.82,8025,3.904445041,3.527993164,0,2.089905111
506,57,5724.35,1872,3.272305844,3.75772618,2.220108088,1.755874856
507,114,5804.91,6165,3.789933081,3.763795491,0,2.056904851
508,39,6352.31,2857,3.45591024,3.802931684,1.653212514,1.591064607
509,159,5668.58,5576,3.746322765,3.75347428,0,2.201397124
510,32,4274.61,2033,3.308137379,3.630896497,1.113943352,1.505149978
511,127,5389.33,6277,3.797752129,3.731534777,1.079181246,2.103803721
512,185,5641.46,7074,3.849665055,3.751391513,2.51851394,2.267171728
513,57,4320.17,2329,3.367169489,3.635500837,2.592176757,1.755874856
514,75,17640.77,5534,3.743039155,4.246517538,2.457881897,1.875061263
515,206,7085.8,13523,4.131073048,3.85038889,1.755874856,2.31386722
516,928,4132.36,45908,4.661888373,3.616198149,1.301029996,2.967547976
517,498,4879.6,30775,4.488198062,3.688384223,2.679427897,2.697229343
518,117,3594.8,10559,4.02362279,3.555674733,1.204119983,2.068185862
519,65,6222.02,3758,3.574956776,3.793931403,1.079181246,1.812913357
520,1654,3291.39,99220,4.996599223,3.517379345,2.243038049,3.218535505
521,477,6376.7,46667,4.669009883,3.804595986,2.527629901,2.678518379
522,151,5363.26,7951,3.900421753,3.729428851,2.056904851,2.178976947
523,194,6205.1,10130,4.005609445,3.792748785,2.567026366,2.28780173
524,144,4640.32,6431,3.80827851,3.666547931,2.555094449,2.158362492
525,109,6770.81,6495,3.812579155,3.830640627,0,2.037426498
526,215,3970.41,13752,4.138365864,3.598835356,1.875061263,2.33243846
527,84,5114.2,2699,3.431202885,3.708777708,2.260071388,1.924279286
528,115,8904.17,5270,3.721810615,3.949593443,0,2.06069784
529,5,4458.14,551,2.741151599,3.649153703,0,0.698970004
530,106,5911.69,4116,3.614475366,3.771711652,1.62324929,2.025305865
531,50,7819.13,1825,3.261262869,3.893158434,2.67669361,1.698970004
532,972,5819.86,60659,4.782895246,3.764912538,1.146128036,2.987666265
533,351,5283.68,23742,4.375517301,3.722936507,1.342422681,2.545307116
534,11,5510.16,1412,3.149834697,3.74116421,1.113943352,1.041392685
535,76,4586.96,3174,3.501606922,3.661524953,1.544068044,1.880813592
536,39,4270.15,2510,3.399673721,3.630443131,2.374748346,1.591064607
537,452,4464.14,19289,4.285309713,3.649737806,3.14176323,2.655138435
538,183,4411.22,7270,3.861534411,3.644558718,1.672097858,2.26245109
539,36,2546.11,3287,3.516799704,3.405877163,2.28780173,1.556302501
540,190,5883.47,8733,3.94116346,3.769633543,3.231979027,2.278753601
541,35,5991.67,1381,3.140193679,3.777547886,0,1.544068044
542,4,5188.14,337,2.527629901,3.715011687,2.521138084,0.602059991
543,144,4234.46,5725,3.757775491,3.626798035,1.079181246,2.158362492
544,53,5271.41,2440,3.387389826,3.721926796,1.342422681,1.72427587
545,90,4780.97,3520,3.546542663,3.679516019,1.897627091,1.954242509
546,71,8403.4,2547,3.406028945,3.924455036,1.230448921,1.851258349
547,235,10053.83,13776,4.139123134,4.002331537,0,2.371067862
548,240,0,13823,4.140602308,0,2.176091259,2.380211242
549,216,10806.03,7999,3.903035697,4.033666169,2.692846919,2.334453751
550,127,8816.32,3085,3.489255168,3.945287345,1.698970004,2.103803721
551,71,9262.96,1882,3.274619619,3.966749789,0,1.851258349
552,426,3679.55,18779,4.273672462,3.565794709,2.820857989,2.629409599
553,65,4832.13,3186,3.503245771,3.68413861,1.342422681,1.812913357
554,74,4408.23,1852,3.267640982,3.644264246,1.51851394,1.86923172
555,2,9647.34,12410,4.093771781,3.984407585,0,0.301029996
556,182,3580.36,6138,3.788026884,3.553926697,1.591064607,2.260071388
557,259,9860.57,9619,3.983129925,3.99390202,0,2.413299764
558,291,4086.37,19976,4.300508529,3.611337687,1.431363764,2.463892989
559,480,4578.17,26614,4.425110153,3.660691915,1.230448921,2.681241237
560,304,4554.77,11350,4.054995862,3.658466452,1.113943352,2.482873584
561,35,3740.3,1291,3.110926242,3.572906437,1.633468456,1.544068044
562,141,3234.51,5134,3.710455864,3.509808498,1.505149978,2.149219113
563,222,4340.03,8867,3.947776708,3.637492732,1.531478917,2.346352974
564,10,5799.88,545,2.736396502,3.763419008,1.230448921,1
565,39,2921.03,1590,3.201397124,3.465536017,1.204119983,1.591064607
566,185,4556.8,8336,3.920957706,3.658659968,2.889301703,2.267171728
567,494,1301.75,39243,4.5937622,3.114527586,1.69019608,2.693726949
568,73,6224.28,2414,3.382737266,3.794089121,1.079181246,1.86332286
569,55,4379.93,2624,3.418963831,3.64146717,0,1.740362689
570,67,11366.35,2670,3.426511261,4.055621025,0,1.826074803
571,125,2053.91,5532,3.742882171,3.312581409,1.69019608,2.096910013
572,3,2328.39,103,2.012837225,3.367055725,1.672097858,0.477121255
573,420,4444.49,61027,4.785522021,3.647821933,2.214843848,2.62324929
574,237,7938.62,42594,4.629348427,3.899745014,0,2.374748346
575,1355,4457.99,264197,5.421927882,3.64913909,1.477121255,3.131939295
576,0,3016.36,0,0,3.479483173,1.643452676,0
577,50,8471.22,19155,4.282282156,3.927945961,1.079181246,1.698970004
578,185,5573.42,45510,4.658106836,3.746121772,1.602059991,2.267171728
579,14,2984.44,9152,3.961516011,3.474862852,0,1.146128036
580,0,7287.94,0,0,3.862604789,2.654176542,0
581,1139,7999.02,160373,5.205131253,3.903036783,0,3.056523724
582,16,7342.57,819,2.913283902,3.865848096,1.477121255,1.204119983
583,273,3187.41,24459,4.388438697,3.503437931,2.649334859,2.436162647
584,19,5561.09,1155,3.062581984,3.745159924,0,1.278753601
585,45,4865.34,2770,3.442479769,3.687113195,1.505149978,1.653212514
586,175,4171.23,11205,4.049411861,3.620264137,1.770852012,2.243038049
587,33,3975.24,7310,3.863917377,3.599363354,1.176091259,1.51851394
588,14,6546.7,1297,3.112939976,3.81602244,2.173186268,1.146128036
589,201,3007.48,10275,4.011781831,3.478202748,0,2.303196057
590,305,5193.36,35614,4.551620754,3.715448429,1.397940009,2.484299839
591,69,2413.13,2416,3.38309693,3.382580719,1.477121255,1.838849091
592,12,10475.62,555,2.744292983,4.020179736,2.838219222,1.079181246
593,2,6390.47,182,2.260071388,3.8055328,1.959041392,0.301029996
594,738,4031.83,70696,4.849394842,3.605502212,1.447158031,2.868056362
595,35,9615.64,1664,3.221153322,3.982978195,1.662757832,1.544068044
596,58,5693.44,5610,3.748962861,3.755374748,1.770852012,1.763427994
597,1,6447.14,118,2.071882007,3.809367101,2.404833717,0
598,40,7909.39,2693,3.430236353,3.89814299,4.208978517,1.602059991
599,9,7813.94,707,2.849419414,3.892870072,1.681241237,0.954242509
600,74,7012.36,9096,3.958850452,3.845864204,1.342422681,1.86923172
601,31,9115.8,2594,3.413969972,3.959794788,2.392696953,1.491361694
602,30,6710.93,2415,3.382917135,3.826782709,1.51851394,1.477121255
603,86,9170.94,4263,3.629715333,3.962413852,1.361727836,1.934498451
604,61,12125.61,3932,3.594613509,4.083703596,3.296006669,1.785329835
605,59,9992.61,3601,3.556423121,3.999678938,1.851258349,1.770852012
606,69,7577.25,6853,3.835880732,3.879511616,0,1.838849091
607,68,9860.33,7118,3.852357984,3.99389145,2.198657087,1.832508913
608,669,7049.71,47262,4.674512096,3.848171252,1.763427994,2.825426118
609,57,8113.2,7725,3.887898488,3.909192182,1.857332496,1.755874856
610,28,8630.61,1796,3.254306332,3.936041492,2.029383778,1.447158031
611,32,9958.78,1406,3.147985321,3.998206138,2.056904851,1.505149978
612,15,6585.6,1300,3.113943352,3.818595349,0,1.176091259
613,58,9642.79,13800,4.139879086,3.984202709,1.612783857,1.763427994
614,71,6234.77,4821,3.683137131,3.794820437,2.26245109,1.851258349
615,161,8219.87,10618,4.026042721,3.914864949,1.544068044,2.206825876
616,12,9671.23,956,2.980457892,3.985481712,1.740362689,1.079181246
617,0,9719.71,0,0,3.987653307,1.204119983,0
618,56,6630.23,2613,3.41713941,3.821528594,1.255272505,1.748188027
619,92,7171.88,6793,3.832061615,3.855633014,2.06069784,1.963787827
620,20,8300.53,1660,3.220108088,3.919105824,1.897627091,1.301029996
621,80,9088.82,3119,3.494015375,3.958507503,2.45484486,1.903089987
622,9,9116.45,2937,3.467903947,3.959825754,1.342422681,0.954242509
623,315,8715.77,28733,4.458380973,3.940305761,2.459392488,2.498310554
624,0,10439.17,0,0,4.01866597,1.929418926,0
625,18,5852.4,3146,3.497758718,3.767334002,1.579783597,1.255272505
626,61,7926.91,2645,3.422425676,3.899103927,0,1.785329835
627,234,6961.54,27974,4.446754571,3.842705323,3.122215878,2.369215857
628,16,6279.65,1574,3.197004728,3.797935439,2.603144373,1.204119983
629,31,10782.46,5310,3.725094521,4.032717856,1.544068044,1.491361694
630,127,6680.74,17550,4.244277121,3.82482457,2.456366033,2.103803721
631,17,7668.71,2873,3.458335626,3.884722315,3.183269844,1.230448921
632,136,6977.94,10275,4.011781831,3.843727231,2.521138084,2.133538908
633,6,9104.82,1900,3.278753601,3.959271364,1.342422681,0.77815125
634,57,6305.91,5022,3.700876708,3.799747768,2.100370545,1.755874856
635,38,7539.01,5620,3.749736316,3.877314319,2.086359831,1.579783597
636,315,8354.36,86054,4.934771062,3.921913186,1.838849091,2.498310554
637,119,6348,13026,4.114811074,3.802636918,2.017033339,2.075546961
638,54,10703.04,5933,3.773274348,4.029507148,2.615950052,1.73239376
639,76,8239.22,5921,3.772395061,3.915886099,2.693726949,1.880813592
640,118,7798.88,14392,4.15812115,3.892032238,2.673020907,2.071882007
641,189,9172.07,18977,4.278227558,3.962467361,2.053078443,2.276461804
642,15289,8225.56,1533935,6.185806957,3.915165475,2.968482949,4.184379081
643,50,9545.51,7889,3.897021956,3.979799137,2.247973266,1.698970004
644,40,8475.28,4004,3.602494069,3.928154055,1.176091259,1.602059991
645,42,9184.89,5211,3.716921073,3.963073959,1.662757832,1.62324929
646,217,8968.8,32553,4.512591018,3.95273434,1.826074803,2.336459734
647,63,8098.62,7943,3.899984563,3.908411022,1.342422681,1.799340549
648,1859,11929.61,289813,5.462117863,4.076626246,1.397940009,3.26927939
649,60,7398.47,6660,3.823474229,3.869141917,1.740362689,1.77815125
650,29,8075.09,2125,3.327358934,3.907147371,2.012837225,1.462397998
651,147,9378.08,12823,4.107989642,3.972113933,2.243038049,2.167317335
652,106,10401.99,8753,3.942156928,4.017116432,1.255272505,2.025305865
653,71,8253.52,5516,3.741624258,3.916639208,1.886490725,1.851258349
654,186,7260.59,15422,4.188140699,3.860971913,3.138618434,2.269512944
655,139,8227.44,12788,4.106802628,3.915264724,1.785329835,2.1430148
656,20,7405.15,1850,3.267171728,3.86953386,1.361727836,1.301029996
657,49,6931.66,4281,3.631545228,3.840837252,1.832508913,1.69019608
658,154,6585.84,16326,4.212879792,3.818611176,0,2.187520721
659,32,9790.08,2668,3.426185825,3.990786241,0,1.505149978
660,52,6918.47,5396,3.732071941,3.840010062,0,1.716003344
661,20,6484.41,1447,3.160468531,3.811870467,2.079181246,1.301029996
662,19,9393.25,1576,3.197556213,3.972815881,1.977723605,1.278753601
663,135,9709.43,15932,4.202270298,3.987193735,2.760422483,2.130333768
664,131,6496.11,8886,3.948706309,3.81265337,2.928395852,2.117271296
665,143,7781.92,20182,4.304964202,3.891086762,2.037426498,2.155336037
666,33,8357,3224,3.508395033,3.922050402,2.922725458,1.51851394
667,185,9122.19,13589,4.133187499,3.960099114,1.431363764,2.267171728
668,80,7984.58,7873,3.896140251,3.902252077,0,1.903089987
669,46,7814.45,5182,3.714497409,3.892898417,1.531478917,1.662757832
670,44,8020.06,5572,3.746011108,3.904177617,1.361727836,1.643452676
671,1216,7066.48,166146,5.22048989,3.849203134,2.387389826,3.084933575
672,386,5471.28,36784,4.565658954,3.738088941,2.392696953,2.586587305
673,171,8677.86,41814,4.621321715,3.938412639,1.602059991,2.23299611
674,245,7819.24,16232,4.210372034,3.893164543,2.390935107,2.389166084
675,421,7601.55,37187,4.570391144,3.880902156,1.380211242,2.624282096
676,1544,7347.35,210403,5.323051928,3.866130728,1.707570176,3.188647296
677,45,11876.88,6844,3.835310001,4.074702369,1.51851394,1.653212514
678,92,12207.19,11614,4.064981822,4.086615704,1.826074803,1.963787827
679,145,8244.72,13246,4.122084751,3.916175911,1.591064607,2.161368002
