dates,I,deaths_by_pop
UID,84036047,
iso2,US,
iso3,USA,
code3,840,
FIPS,36047.0,
Admin2,Kings,
Province_State,New York,
Country_Region,US,
Lat,40.6361825,
Long_,-73.94935552,
Combined_Key,"Kings, New York, US",
Population,2559903,
2021-10-10,10810,422.2816255147168
2021-10-11,10820,422.672265316303
2021-10-12,10822,422.75039327662023
2021-10-13,10832,423.1410330782065
2021-10-14,10833,423.1800970583651
2021-10-15,10834,423.21916103852374
2021-10-16,10834,423.21916103852374
2021-10-17,10834,423.21916103852374
2021-10-18,10839,423.41448093931683
2021-10-19,10840,423.45354491947546
2021-10-20,10845,423.64886482026856
2021-10-21,10847,423.7269927805858
2021-10-22,10849,423.8051207409031
2021-10-23,10849,423.8051207409031
2021-10-24,10849,423.8051207409031
2021-10-25,10862,424.31295248296516
2021-10-26,10863,424.3520164631238
2021-10-27,10867,424.5082723837583
2021-10-28,10867,424.5082723837583
2021-10-29,10875,424.8207842250273
2021-10-30,10875,424.8207842250273
2021-10-31,10875,424.8207842250273
2021-11-01,10886,425.2504880067721
2021-11-02,10887,425.28955198693075
2021-11-03,10890,425.40674392740664
2021-11-04,10889,425.367679947248
2021-11-05,10893,425.52393586788247
2021-11-06,10893,425.52393586788247
2021-11-07,10893,425.52393586788247
2021-11-08,10898,425.7192557686756
2021-11-09,10902,425.8755116893101
2021-11-10,10904,425.95363964962735
2021-11-11,10909,426.14895955042044
2021-11-12,10913,426.30521547105496
2021-11-13,10913,426.30521547105496
2021-11-14,10913,426.30521547105496
2021-11-15,10915,426.3833434313722
2021-11-16,10925,426.7739832329584
2021-11-17,10929,426.93023915359294
2021-11-18,10934,427.12555905438603
2021-11-19,10937,427.2427509948619
2021-11-20,10937,427.2427509948619
2021-11-21,10940,427.35994293533776
2021-11-22,10940,427.35994293533776
2021-11-23,10946,427.59432681628954
2021-11-24,10951,427.78964671708263
2021-11-25,10951,427.78964671708263
2021-11-26,10956,427.9849666178757
2021-11-27,10956,427.9849666178757
2021-11-28,10956,427.9849666178757
2021-11-29,10965,428.33654243930334
2021-11-30,10971,428.5709263202551
2021-12-01,10976,428.7662462210482
2021-12-02,10979,428.8834381615241
2021-12-03,10985,429.11782204247584
2021-12-04,10985,429.11782204247584
2021-12-05,10985,429.11782204247584
2021-12-06,10993,429.4303338837448
2021-12-07,11002,429.78190970517244
2021-12-08,11010,430.0944215464414
2021-12-09,11015,430.2897414472345
2021-12-10,11019,430.44599736786904
2021-12-11,11019,430.44599736786904
2021-12-12,11019,430.44599736786904
2021-12-13,11022,430.5631893083449
2021-12-14,11029,430.83663716945523
2021-12-15,11040,431.2663409512001
2021-12-16,11043,431.383532891676
2021-12-17,11055,431.85230065357945
2021-12-18,11055,431.85230065357945
2021-12-19,11058,431.96949259405534
2021-12-20,11058,431.96949259405534
2021-12-21,11073,432.5554522964347
2021-12-22,11083,432.9460920980209
2021-12-23,11096,433.453923840083
2021-12-24,11096,433.453923840083
2021-12-25,11096,433.453923840083
2021-12-26,11096,433.453923840083
2021-12-27,11114,434.15707548293824
2021-12-28,11116,434.23520344325544
2021-12-29,11145,435.36805886785555
2021-12-30,11160,435.9540185702349
2021-12-31,11168,436.2665304115039
2022-01-01,11175,436.53997827261423
2022-01-02,11192,437.20406593531084
2022-01-03,11198,437.43844981626256
2022-01-04,11212,437.9853455384833
2022-01-05,11247,439.3525848440351
2022-01-06,11268,440.1729284273662
2022-01-07,11313,441.93080753450425
2022-01-08,11313,441.93080753450425
2022-01-09,11345,443.1808548995802
2022-01-10,11356,443.610558681325
2022-01-11,11412,445.7981415702079
2022-01-12,11465,447.868532518615
2022-01-13,11512,449.70453958607027
2022-01-14,11563,451.69680257416
2022-01-15,11563,451.69680257416
2022-01-16,11563,451.69680257416
2022-01-17,11621,453.9625134233602
2022-01-18,11706,457.28295173684313
2022-01-19,11767,459.6658545265192
2022-01-20,11800,460.95496587175376
2022-01-21,11847,462.79097293920904
2022-01-22,11847,462.79097293920904
2022-01-23,11900,464.86136388761605
2022-01-24,11914,465.40825960983676
2022-01-25,11995,468.57244200268525
2022-01-26,12050,470.7209609114095
2022-01-27,12090,472.28352011775445
2022-01-28,12132,473.92420728441664
2022-01-29,12175,475.60395843123746
2022-01-30,12175,475.60395843123746
2022-01-31,12184,475.955534252665
2022-02-01,12234,477.9087332605962
2022-02-02,12271,479.3541005264653
2022-02-03,12301,480.52601993122397
2022-02-04,12334,481.81513127645854
2022-02-05,12334,481.81513127645854
2022-02-06,12366,483.0651786415345
2022-02-07,12370,483.22143456216895
2022-02-08,12424,485.3308894907346
2022-02-09,12454,486.50280889549333
2022-02-10,12485,487.71379228041064
2022-02-11,12512,488.76851974469344
2022-02-12,12512,488.76851974469344
2022-02-13,12536,489.7060552685004
2022-02-14,12539,489.8232472089763
2022-02-15,12574,491.1904865145281
2022-02-16,12588,491.73738223674883
2022-02-17,12603,492.32334193912817
2022-02-18,12617,492.8702376613489
2022-02-19,12617,492.8702376613489
2022-02-20,12617,492.8702376613489
2022-02-21,12635,493.5733893042041
2022-02-22,12650,494.15934900658345
2022-02-23,12663,494.66718074864554
2022-02-24,12673,495.0578205502318
2022-02-25,12686,495.56565229229386
2022-02-26,12686,495.56565229229386
